Date,Price,Open,High,Low,Vol.,Change %
"Nov 21, 2016",22357.78,22313.04,22480.75,22227.80,1.41B,0.06
"Nov 18, 2016",22344.21,22239.23,22374.36,22146.88,1.16B,0.37
"Nov 17, 2016",22262.88,22170.07,22367.47,22114.02,1.40B,-0.08
"Nov 16, 2016",22280.53,22439.98,22499.39,22280.53,1.66B,-0.19
"Nov 15, 2016",22323.91,22270.90,22411.12,22254.09,1.51B,0.46
"Nov 14, 2016",22222.22,22344.23,22359.01,22118.87,1.97B,-1.37
"Nov 11, 2016",22531.09,22622.46,22673.31,22442.75,2.17B,-1.35
"Nov 10, 2016",22839.11,22848.74,22918.34,22777.51,1.64B,1.89
"Nov 09, 2016",22415.19,23048.32,23048.32,21957.71,3.66B,-2.16
"Nov 08, 2016",22909.47,22981.91,22996.97,22820.39,1.05B,0.47
"Nov 07, 2016",22801.40,22682.71,22867.24,22623.84,1.42B,0.70
"Nov 04, 2016",22642.62,22611.54,22771.61,22587.59,1.05B,-0.18
"Nov 03, 2016",22683.51,22708.55,22855.01,22683.51,1.17B,-0.56
"Nov 02, 2016",22810.50,22946.06,22956.85,22785.35,1.09B,-1.45
"Nov 01, 2016",23147.07,23015.06,23268.05,23015.06,1.59B,0.93
"Oct 31, 2016",22934.54,22845.82,23045.53,22775.29,1.34B,-0.09
"Oct 28, 2016",22954.81,23088.83,23157.73,22847.73,1.25B,-0.77
"Oct 27, 2016",23132.35,23347.19,23352.62,23002.53,1.60B,-0.83
"Oct 26, 2016",23325.43,23396.14,23464.03,23310.23,1.06B,-1.02
"Oct 25, 2016",23565.11,23581.69,23631.34,23506.64,1.22B,-0.17
"Oct 24, 2016",23604.08,23431.63,23620.09,23235.61,1.86B,0.98
"Oct 20, 2016",23374.40,23412.68,23500.82,23360.55,1.12B,0.30
"Oct 19, 2016",23304.97,23393.80,23445.56,23234.67,1.04B,-0.38
"Oct 18, 2016",23394.39,23130.20,23402.89,23130.20,1.42B,1.55
"Oct 17, 2016",23037.54,23164.54,23177.19,22978.01,1.16B,-0.84
"Oct 14, 2016",23233.31,23119.96,23318.36,23087.14,1.55B,0.88
"Oct 13, 2016",23031.30,23300.38,23347.97,23006.12,2.02B,-1.61
"Oct 12, 2016",23407.05,23386.92,23444.67,23267.63,1.90B,-0.60
"Oct 11, 2016",23549.52,24013.84,24064.50,23441.07,2.22B,-1.27
"Oct 07, 2016",23851.82,23948.95,23948.95,23770.14,1.17B,-0.42
"Oct 06, 2016",23952.50,23859.41,24004.09,23826.45,1.77B,0.69
"Oct 05, 2016",23788.31,23619.91,23847.46,23566.22,1.34B,0.42
"Oct 04, 2016",23689.44,23665.35,23689.44,23518.56,1.04B,0.45
"Oct 03, 2016",23584.43,23652.83,23698.30,23500.71,982.85M,1.23
"Sep 30, 2016",23297.15,23435.29,23484.37,23239.36,1.73B,-1.86
